R,D
0.0,35.91965190329878
0.02040816326530612,30.40616264292536
0.04081632653061224,23.628694005720263
0.061224489795918366,16.757591576765616
0.08163265306122448,10.839095668888008
0.1020408163265306,6.401954343873382
0.12244897959183673,3.4599970385144134
0.14285714285714285,1.715459239517939
0.16326530612244897,0.7823807154821569
0.18367346938775508,0.32916531278093747
0.2040816326530612,0.12811156234548912
0.22448979591836732,0.04625206501920082
0.24489795918367346,0.015530555896673699
0.26530612244897955,0.004862342392652453
0.2857142857142857,0.0014227760565539988
0.3061224489795918,0.0003899673920675946
0.32653061224489793,0.00010032929584553826
0.3469387755102041,2.427628794184935e-05
0.36734693877551017,5.534545010069786e-06
0.3877551020408163,1.1908647215358802e-06
0.4081632653061224,2.4221905132904547e-07
0.42857142857142855,4.663972363887222e-08
0.44897959183673464,8.513280309557658e-09
0.4693877551020408,1.4749617152906218e-09
0.4897959183673469,2.428386825252687e-10
0.5102040816326531,3.8034903132577836e-11
0.5306122448979591,5.673017770790772e-12
0.5510204081632653,8.065322382654447e-13
0.5714285714285714,1.0939157279366727e-13
0.5918367346938775,1.4166144655146536e-14
0.6122448979591836,1.7528726152178983e-15
0.6326530612244897,2.0738665413877e-16
0.6530612244897959,2.3475834136075568e-17
0.673469387755102,2.5440608378032067e-18
0.6938775510204082,2.6408046033607435e-19
0.7142857142857142,2.6270246225104227e-20
0.7346938775510203,2.5055874708913497e-21
0.7551020408163265,2.2922053954163045e-22
0.7755102040816326,2.012149874387369e-23
0.7959183673469387,1.6954237224269912e-24
0.8163265306122448,1.3716402983117488e-25
0.836734693877551,1.0657720821059908e-26
0.8571428571428571,7.955257919332751e-28
0.8775510204081632,5.705579215603974e-29
0.8979591836734693,3.932573666485295e-30
0.9183673469387754,2.6052440104108426e-31
0.9387755102040816,1.6590672388752633e-32
0.9591836734693877,1.0156780392596086e-33
0.9795918367346939,5.959295746696053e-35
1.0,0.0
